,pred
3621,9156.06
3622,62566.86
3623,51157.13
3624,24476.08
3625,2299.56
3626,4041.18
3627,5612.25
3628,7305.75
3629,2754.84
3630,6466.87
3631,60444.28
3632,6418.43
3633,55069.43
3634,4651.97
3635,5352.21
3636,53805.71
3637,60298.15
3638,8644.03
3639,9203.06
3640,5981.16
3641,10913.0
3642,53085.88
3643,6736.9
3644,5509.19
3645,5081.19
3646,16078.03
3647,5236.07
3648,58676.04
3649,9471.38
3650,6141.59
3651,7146.08
3652,5811.32
3653,5708.71
3654,11946.36
3655,52535.05
3656,4416.42
3657,6448.02
3658,1714.86
3659,5632.07
3660,2860.32
3661,43939.22
3662,45864.48
3663,5894.31
3664,59848.93
3665,9632.551666666668
3666,5797.22
3667,57591.59
3668,4538.13
3669,67005.25
3670,5070.24
3671,63768.33
3672,56544.15
3673,1320.08
3674,6557.21
3675,4726.68
3676,6049.0
3677,7353.47
3678,5147.1
3679,6065.9
3680,47084.26
3681,7300.5
3682,4066.71
3683,61776.96
3684,12101.31
3685,6502.1
3686,8957.42
3687,48587.7
3688,6687.13
3689,5787.64
3690,55980.4
3691,4555.09
3692,63156.39
3693,59326.99
3694,3981.1
3695,66905.43
3696,5537.33
3697,6805.82
3698,4515.99
3699,7725.84
3700,4630.61
3701,6231.81
3702,49588.33
3703,6247.89
3704,16467.05
3705,15232.86
3706,4177.4
3707,6822.83
3708,6327.97
3709,6847.07
3710,2121.71
3711,3961.12
3712,11052.97
3713,6370.32
3714,6571.85
3715,4790.34
3716,6967.05
3717,8350.98
3718,54460.55
3719,59099.01
3720,3363.56
3721,5298.2
3722,18691.2
3723,4580.66
3724,5379.13
3725,58161.66
3726,56539.97
3727,2414.47
3728,12044.93
3729,4454.09
3730,61644.47
3731,5074.26
3732,63356.51
3733,5770.82
3734,11473.9
3735,8299.36
3736,50822.58
3737,3075.57
3738,62035.8
3739,5222.04
3740,5453.43
3741,13885.46
3742,62017.21
3743,41161.75
3744,31171.36
3745,42393.65
3746,55348.38
3747,66496.74
3748,49441.17
3749,5519.12
3750,3980.41
3751,52182.36
3752,51851.93
3753,4718.37
3754,5593.72
3755,43849.42
3756,3513.01
3757,12542.41
3758,43117.19
3759,11937.41
3760,5724.94
3761,5619.73
3762,13405.79
3763,6411.93
3764,9264.99
3765,45850.06
3766,4485.83
3767,2423.99
3768,22955.38
3769,53252.2
3770,5565.22
3771,7421.28
3772,7755.81
3773,4900.55
3774,6906.83
3775,61635.64
3776,6432.47
3777,5801.89
3778,7552.11
3779,12673.51
3780,6304.67
3781,12073.38
3782,50339.48
3783,68297.34
3784,4909.76
3785,4332.78
3786,4059.59
3787,11636.77
3788,4789.11
3789,6331.44
3790,4590.83
3791,4013.78
3792,51133.3
3793,5274.16
3794,8074.79
3795,5815.92
3796,13095.95
3797,52219.4
3798,61404.15
3799,68163.15
3800,52647.63
3801,6643.89
3802,5464.33
3803,51837.93
3804,6651.8
3805,54006.21
3806,13665.63
3807,58518.31
3808,47796.1
3809,6049.46
3810,8222.92
3811,4662.28
3812,4621.52
3813,42439.73
3814,38264.81
3815,3923.53
3816,64599.34
3817,2835.15
3818,49400.17
3819,5363.05
3820,42623.28
3821,8848.83
3822,5341.38
3823,8140.25
3824,53766.21
3825,7874.44
3826,6132.92
3827,1623.42
3828,7274.37
3829,13404.92
3830,44198.83
3831,6126.6
3832,5986.79
3833,5209.17
3834,2305.07
3835,52234.19
3836,10982.38
3837,6112.79
3838,5251.14
3839,67293.54
3840,2733.25
3841,47229.52
3842,19220.14
3843,4184.43
3844,7092.84
3845,52647.89
3846,8673.18
3847,63231.42
3848,13122.86
3849,6345.94
3850,56123.04
3851,13033.34
3852,4054.79
3853,5047.27
3854,63030.64
3855,56243.95
3856,49649.58
3857,2462.74
3858,4960.21
3859,8779.72
3860,11131.76
3861,5013.19
3862,5041.14
3863,5317.96
3864,59783.68
3865,46226.91
3866,53722.41
3867,32190.28
3868,3100.59
3869,62017.07
3870,79220.03
3871,5907.33
3872,5122.42
3873,58836.32
3874,55450.5
3875,5797.5
3876,2425.32
3877,52465.95
3878,2931.32
3879,7053.73
3880,4142.89
3881,55641.89
3882,5340.21
3883,9568.2
3884,3388.13
3885,10893.43
3886,6144.63
3887,3371.69
3888,3690.72
3889,72423.94
3890,6190.48
3891,13138.55
3892,6334.44
3893,20939.48
3894,69098.77
3895,5016.44
3896,53612.6
3897,5693.93
3898,14959.66
3899,41218.53
3900,5321.08
3901,7914.74
3902,4287.53
3903,2379.86
3904,1771.68
3905,10795.69
3906,14161.74
3907,6009.02
3908,6656.59
3909,6690.17
3910,50679.39
3911,10034.53
3912,5573.6
3913,5281.29
3914,7043.22
3915,4969.83
3916,3704.99
3917,7024.17
3918,6860.94
3919,4722.41
3920,39721.71
3921,49550.79
3922,2192.98
3923,2216.4
3924,4690.89
3925,5376.28
3926,50865.5
3927,6076.61
3928,12762.3
3929,5169.34
3930,6017.64
3931,3837.74
3932,2938.62
3933,6057.34
3934,6095.37
3935,74494.58
3936,9379.76
3937,5043.93
3938,4277.98
3939,6923.253333333332
3940,56474.84
3941,6323.58
3942,4666.2
3943,62821.96
3944,13950.37
3945,1465.13
3946,10841.05
3947,3713.58
3948,42138.19
3949,7350.94
3950,47244.79
3951,4510.43
3952,5552.08
3953,5727.44
3954,52389.76
3955,9392.51
3956,2531.08
3957,12122.05
3958,16895.91
3959,5564.56
3960,4948.43
3961,5896.17
3962,59058.95
3963,28210.46
3964,6065.19
3965,5577.52
3966,49866.01
3967,61706.12
3968,5287.09
3969,11083.78
3970,11739.06
3971,55149.56
3972,4845.83
3973,6641.66
3974,56583.03
3975,42444.42
3976,6105.59
3977,49332.13
3978,2828.18
3979,5053.9
3980,6316.96
3981,2247.86
3982,51087.08
3983,5886.86
3984,16131.29
3985,58848.15
3986,10065.2
3987,5604.79
3988,5438.29
3989,6864.28
3990,11055.58
3991,2906.0
3992,55737.19
3993,25630.2
3994,5283.21
3995,5970.71
3996,5614.97
3997,3869.39
3998,3059.7
3999,4591.35
4000,6840.15
4001,21136.2
4002,4838.12
4003,7941.09
4004,13313.33
4005,4055.4
4006,9723.03
4007,12023.38
4008,6058.85
4009,62732.5
4010,3381.58
4011,6564.07
4012,6574.55
4013,5369.21
4014,26978.64
4015,46754.98
4016,5304.95
4017,5182.74
4018,5308.57
4019,5363.26
4020,5501.33
4021,4811.6
4022,62922.86
4023,56684.77
4024,61447.45
4025,7333.34
4026,3019.36
4027,10595.34
4028,9262.48
4029,8578.61
4030,12498.37
4031,76622.74
4032,60239.2
4033,12532.54
4034,7356.99
4035,31484.57
4036,4537.24
4037,14086.1
4038,4304.09
4039,4838.93
4040,12212.84
4041,2678.61
4042,9455.72
4043,6089.32
4044,2133.72
4045,9640.72
4046,53146.06
4047,49898.62
4048,16724.33
4049,7143.98
4050,60047.27
4051,10832.19
4052,8369.44
4053,65475.4
4054,4524.74
4055,6065.91
4056,4606.82
4057,5702.89
4058,13491.94
4059,45931.53
4060,6883.66
4061,6240.42
4062,7419.63
4063,4412.97
4064,6719.1
4065,68190.4
4066,11209.98
4067,2779.39
4068,10420.64
4069,7576.78
4070,2531.61
4071,5299.19
4072,2361.37
4073,5031.25
4074,56632.85
4075,3537.36
4076,55035.12
4077,61193.85
4078,3683.14
4079,12057.22
4080,55968.94
4081,5929.04
4082,40693.91
4083,6329.62
4084,9018.13
4085,5316.13
4086,6254.46
4087,3401.35
4088,56974.59
4089,5875.88
4090,5121.83
4091,66859.85
4092,14356.54
4093,6018.78
4094,2133.93
4095,6273.9
4096,19943.52
4097,12011.66
4098,65865.72
4099,7050.43
4100,57562.16
4101,12828.39
4102,64512.9
4103,3347.56
4104,49200.45
4105,14302.82
4106,2947.32
4107,35417.12
4108,3922.52
4109,59646.15
4110,4834.13
4111,3523.37
4112,2634.97
4113,66547.72
4114,5730.32
4115,46561.71
4116,49582.71
4117,4783.75
4118,6876.44
4119,5702.95
4120,4417.39
4121,43245.19
4122,6028.71
4123,10790.37
4124,12289.26
4125,6183.15
4126,6396.6
4127,12533.5
4128,6672.58
4129,4974.49
4130,6030.97
4131,4530.89
4132,56780.16
4133,6970.08
4134,50738.46
4135,12916.65
4136,48871.05
4137,7634.5
4138,58693.26
4139,4466.97
4140,48037.07
4141,54177.73
4142,2159.15
4143,7053.26
4144,5801.38
4145,8917.46
4146,10862.65
4147,6351.12
4148,10419.06
4149,61431.49
4150,9636.86
4151,5049.67
4152,49571.4
4153,13359.78
4154,2079.18
4155,25662.26
4156,4600.84
4157,7119.78
4158,4814.8
4159,1793.86
4160,4836.86
4161,62233.37
4162,4653.99
4163,8110.05
4164,7043.31
4165,56478.55
4166,50115.29
4167,5263.28
4168,35519.96
4169,53009.8
4170,6524.4
4171,3235.77
4172,37203.92
4173,3150.27
4174,4542.96
4175,55546.11
4176,5479.85
4177,32880.54
4178,50531.66
4179,6422.99
4180,4960.61
4181,45327.76
4182,47348.67
4183,54583.93
4184,4705.41
4185,46275.9
4186,8636.59
4187,5894.03
4188,9290.7
4189,13701.52
4190,6726.53
4191,11773.49
4192,6966.6
4193,6082.21
4194,3569.83
4195,4947.66
4196,6261.39
4197,7038.12
4198,30423.6
4199,13989.15
4200,65632.25
4201,9069.89
4202,19353.51
4203,4115.21
4204,5409.67
4205,16447.15
4206,61706.36
4207,58400.98
4208,54373.53
4209,57168.48
4210,10179.12
4211,2490.61
4212,5320.77
4213,5108.82
4214,8016.91
4215,47136.89
4216,6608.84
4217,6190.76
4218,36476.14
4219,6357.52
4220,7328.98
4221,15795.7
4222,3208.91
4223,2592.15
4224,41646.21
4225,7726.67
4226,5921.08
4227,3136.33
4228,62623.49
4229,18263.98
4230,37674.75
4231,3247.82
4232,58937.9
4233,5444.34
4234,50271.0
4235,59947.52
4236,55782.8
4237,6924.32
4238,6863.23
4239,5401.12
4240,3782.83
4241,4815.11
4242,5794.5
4243,13748.28
4244,10598.31
4245,13422.59
4246,10856.6
4247,54802.67
4248,6307.24
4249,51144.37
4250,4998.15
4251,53374.3
4252,8221.81
4253,2131.11
4254,63573.13
4255,7281.7
4256,5974.39
4257,53806.07
4258,8401.18
4259,67114.53
4260,10460.83
4261,6791.63
4262,45957.75
4263,4822.72
4264,53010.83
4265,2750.11
4266,4630.26
4267,5869.21
4268,5417.12
4269,45524.88
4270,9711.56
4271,3169.85
4272,44648.94
4273,12276.55
4274,54616.47
4275,6495.19
4276,5420.42
4277,4248.38
4278,52218.38
4279,4650.77
4280,63535.03
4281,13858.29
4282,7392.86
4283,47382.7
4284,4657.72
4285,13333.64
4286,8055.05
4287,15502.76
4288,7025.75
4289,2374.26
4290,55639.51
4291,49827.82
4292,7860.96
4293,6218.96
4294,2470.85
4295,12285.34
4296,11714.74
4297,4080.45
4298,8937.59
4299,5291.54
4300,33295.41
4301,8140.55
4302,6069.21
4303,4983.15
4304,4411.03
4305,8230.28
4306,5105.88
4307,7974.92
4308,16914.8
4309,7050.61
4310,6594.11
4311,10673.31
4312,32315.55
4313,38027.88
4314,41400.78
4315,5342.54
4316,46078.91
4317,45610.68
4318,6918.63
4319,12235.72
4320,6018.51
4321,5492.1
4322,6428.19
4323,55348.14
4324,58683.08
4325,19560.81
4326,6466.85
4327,2760.9
4328,7850.81
4329,5039.5
4330,5595.61
4331,54038.56
4332,51115.68
4333,6521.72
4334,6298.23
4335,2868.6
4336,5637.77
4337,9624.25
4338,5328.23
4339,4618.14
4340,55587.24
4341,8807.03
4342,45512.53
4343,3781.87
4344,49804.83
4345,52762.01
4346,8159.96
4347,7649.31
4348,13732.29
4349,4957.7
4350,5748.82
4351,57665.83
4352,6754.46
4353,51854.16
4354,4840.03
4355,6160.87
4356,6051.9
4357,49533.47
4358,47458.68
4359,5483.85
4360,4770.75
4361,6181.97
4362,6219.75
4363,5905.3
4364,5767.88
4365,12096.73
4366,5981.24
4367,2902.44
4368,45270.16
4369,11623.21
4370,5815.77
4371,4691.59
4372,58589.47
4373,16346.66
4374,5210.02
4375,5191.26
4376,4136.32
4377,41254.92
4378,5515.75
4379,6068.81
4380,4426.05
4381,16594.67
4382,48858.75
4383,50780.0
4384,5170.96
4385,23164.52
4386,9794.06
4387,6398.73
4388,50819.68
4389,17879.84
4390,59217.1
4391,2792.79
4392,12317.67
4393,8432.66
4394,58795.95
4395,3012.56
4396,63465.14
4397,7244.77
4398,66599.85
4399,49381.24
4400,5634.33
4401,10861.3
4402,6499.26
4403,5998.26
4404,1610.36
4405,16156.15
4406,6423.73
4407,28663.58
4408,5329.53
4409,11500.42
4410,3505.58
4411,4795.99
4412,56537.68
4413,4563.64
4414,13180.67
4415,53202.39
4416,4288.06
4417,25114.18
4418,10725.6
4419,7395.74
4420,55552.25
4421,6486.84
4422,65261.78
4423,55935.8
4424,2381.93
4425,46657.54
4426,8615.8
4427,4333.76
4428,2630.28
4429,2649.55
4430,11825.85
4431,4418.0
4432,6876.36
4433,5277.17
4434,6151.41
4435,2487.53
4436,5460.04
4437,5138.28
4438,5411.49
4439,3398.99
4440,7914.47
4441,2440.24
4442,7791.15
4443,6684.31
4444,2515.15
4445,5510.06
4446,75405.29
4447,1762.34
4448,2588.17
4449,5864.18
4450,6916.42
4451,29900.37
4452,5238.25
4453,6610.73
4454,61818.8
4455,63774.76
4456,10398.88
4457,13019.67
4458,9348.37
4459,60597.38
4460,49598.27
4461,5705.88
4462,76285.3
4463,53552.14
4464,6323.94
4465,4830.17
4466,4558.45
4467,5446.16
4468,53536.17
4469,8204.31
4470,60980.94
4471,5383.9
4472,5441.92
4473,8561.66
4474,5196.38
4475,11916.91
4476,9474.18
4477,2571.1
4478,4918.57
4479,46426.13
4480,5159.47
4481,9140.85
4482,50355.01
4483,55220.1
4484,44840.23
4485,6569.1
4486,4263.85
4487,13070.86
4488,59087.6
4489,4085.97
4490,13895.02
4491,2978.1
4492,56487.49
4493,50407.08
4494,50770.37
4495,10376.28
4496,6974.83
4497,13751.1
4498,5161.06
4499,27286.69
4500,18318.7
4501,2330.8
